protein_per_100g,sugar_per_100g,fat_per_100g,fiber_per_100g,calories_per_100g,sodium_per_100g,has_artificial_sweetener,has_preservatives,has_trans_fat,ingredient_risk_count,category,health_score,risk_labels
10.0,6.4,10.8,2.3,236.0,585.7,0,1,1,1,FROZEN_FOODS,49,"TRANS_FAT,PRESERVATIVES"
6.9,18.7,17.5,2.9,478.1,494.1,1,1,0,2,BISCUITS_COOKIES,22,"ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
6.9,31.0,15.5,4.3,427.4,695.5,1,1,0,5,PROTEIN_BAR,1,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
9.9,1.1,8.2,6.2,375.7,537.3,0,1,0,0,INSTANT_NOODLES_RTE,83,PRESERVATIVES
0.9,5.0,0.6,0.2,31.9,144.1,0,1,0,0,BEVERAGES,58,"PRESERVATIVES,LOW_FIBER"
5.5,5.6,16.5,3.5,496.1,668.4,0,1,1,1,SNACKS,34,"TRANS_FAT,PRESERVATIVES,HIGH_CALORIE"
12.7,6.0,6.0,8.2,368.0,261.5,0,0,0,0,BREAKFAST_CEREAL,82,NONE
4.1,7.4,18.8,1.2,472.0,1687.9,0,0,0,4,INSTANT_NOODLES_RTE,25,"HIGH_FAT,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
5.2,8.7,11.7,7.2,427.4,307.7,0,0,0,0,BISCUITS_COOKIES,70,NONE
3.8,7.6,22.7,0.8,477.6,1321.1,0,1,1,4,INSTANT_NOODLES_RTE,0,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
20.5,7.4,10.3,11.3,374.2,272.5,0,0,0,1,PROTEIN_BAR,78,NONE
67.7,2.5,6.8,3.1,358.0,198.2,0,0,0,0,HEALTH_SUPPLEMENTS,93,NONE
4.4,7.0,23.1,0.2,349.2,908.0,0,1,0,3,FROZEN_FOODS,32,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
6.4,22.5,20.1,1.8,431.1,290.4,0,1,1,3,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
3.7,46.0,33.7,1.0,560.1,94.2,1,1,0,3,CHOCOLATES_CONFECTIONERY,21,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.2,14.9,0.3,0.0,51.9,204.9,1,1,0,4,BEVERAGES,12,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
5.9,4.3,4.8,1.0,81.8,174.8,0,0,0,0,DAIRY_PRODUCTS,87,LOW_FIBER
13.6,4.3,8.4,3.4,249.7,439.1,0,1,0,0,FROZEN_FOODS,85,PRESERVATIVES
5.3,3.4,15.4,3.6,389.8,887.0,0,1,1,2,INSTANT_NOODLES_RTE,44,"TRANS_FAT,PRESERVATIVES,HIGH_SODIUM"
4.0,10.3,5.8,0.4,99.0,348.8,0,0,0,2,DAIRY_PRODUCTS,57,LOW_FIBER
13.4,22.7,17.9,4.5,488.9,556.3,0,0,1,3,PROTEIN_BAR,8,"HIGH_SUGAR,TRANS_FAT,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
4.9,59.1,32.6,0.6,525.6,152.9,1,0,0,3,CHOCOLATES_CONFECTIONERY,19,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
5.4,7.6,20.6,1.6,320.9,933.7,1,1,0,5,FROZEN_FOODS,24,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
10.2,3.5,3.5,1.7,72.9,194.9,0,0,0,0,DAIRY_PRODUCTS,91,LOW_FIBER
5.1,4.2,20.5,1.5,485.4,1141.1,1,1,1,3,INSTANT_NOODLES_RTE,5,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
6.5,5.5,8.6,3.7,415.6,206.0,0,0,0,1,BISCUITS_COOKIES,68,NONE
1.5,0.7,0.5,0.5,13.9,79.2,0,0,0,0,BEVERAGES,75,LOW_FIBER
5.7,17.6,19.5,2.6,460.3,420.7,0,0,0,3,BISCUITS_COOKIES,33,"HIGH_FAT,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
5.7,24.4,15.5,2.5,434.1,344.8,0,1,0,2,BISCUITS_COOKIES,25,"HIGH_SUGAR,PRESERVATIVES"
0.7,6.9,0.0,0.0,45.1,247.7,1,1,0,2,ENERGY_DRINKS,35,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
9.3,17.8,10.5,6.5,393.6,216.7,1,1,0,2,BREAKFAST_CEREAL,44,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
7.4,32.4,29.1,1.8,497.8,106.2,1,0,0,1,CHOCOLATES_CONFECTIONERY,42,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
4.3,26.5,12.0,4.8,417.1,591.9,1,1,0,3,BREAKFAST_CEREAL,20,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
31.6,4.4,7.5,10.2,302.7,193.8,0,0,0,1,PROTEIN_BAR,100,NONE
3.6,34.0,9.5,2.7,446.4,569.9,1,1,1,2,BREAKFAST_CEREAL,7,"HIGH_SUGAR,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES"
0.7,8.0,0.7,0.1,44.6,178.7,1,0,0,0,BEVERAGES,49,"ARTIFICIAL_SWEETENER,LOW_FIBER"
4.6,63.9,39.2,0.8,573.8,50.1,0,0,1,4,CHOCOLATES_CONFECTIONERY,2,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
7.1,8.0,14.0,4.0,485.4,620.6,0,1,0,3,SNACKS,50,"PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
28.4,14.1,16.3,2.2,414.3,426.5,1,1,1,3,HEALTH_SUPPLEMENTS,28,"TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
3.7,29.7,26.9,0.7,493.6,502.5,0,1,0,5,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
2.6,53.8,36.8,0.6,526.8,142.3,0,1,1,4,CHOCOLATES_CONFECTIONERY,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
16.4,14.3,12.7,5.1,350.8,236.7,1,0,0,1,PROTEIN_BAR,51,ARTIFICIAL_SWEETENER
20.9,3.7,6.2,13.0,305.0,324.2,0,0,0,0,PROTEIN_BAR,96,NONE
0.3,8.0,0.0,0.0,42.5,140.2,0,1,0,1,ENERGY_DRINKS,50,"PRESERVATIVES,LOW_FIBER"
0.8,7.6,0.2,0.1,32.9,179.0,0,0,0,0,BEVERAGES,57,LOW_FIBER
3.5,3.3,5.6,0.8,65.3,374.7,0,0,0,0,SAUCES_SPREADS,72,LOW_FIBER
28.8,4.4,7.5,7.6,300.5,154.7,0,0,0,1,PROTEIN_BAR,100,NONE
3.4,7.4,20.8,0.6,451.3,1264.1,1,1,1,5,INSTANT_NOODLES_RTE,0,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.3,11.2,0.0,0.0,65.3,359.8,1,0,0,4,ENERGY_DRINKS,17,"ARTIFICIAL_SWEETENER,LOW_FIBER,MANY_RISKY_INGREDIENTS"
0.3,12.5,0.0,0.0,68.9,394.5,1,1,0,3,ENERGY_DRINKS,14,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
7.0,6.0,4.3,1.9,79.7,131.5,0,0,0,0,DAIRY_PRODUCTS,80,LOW_FIBER
0.1,13.3,0.0,0.0,61.1,380.5,0,1,0,3,ENERGY_DRINKS,22,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
0.6,8.6,0.0,0.0,26.3,232.8,0,0,0,2,ENERGY_DRINKS,34,LOW_FIBER
3.3,31.9,31.1,2.2,493.0,122.7,1,1,0,1,CHOCOLATES_CONFECTIONERY,38,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
5.3,4.3,20.2,1.0,431.3,1237.9,0,0,0,4,INSTANT_NOODLES_RTE,36,"HIGH_FAT,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.3,12.8,0.2,0.0,43.7,208.4,1,1,0,4,BEVERAGES,17,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
11.6,3.3,7.1,5.2,248.2,453.2,0,1,0,0,FROZEN_FOODS,81,PRESERVATIVES
62.1,2.1,4.7,5.9,340.1,280.6,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
7.8,5.4,16.0,3.0,317.4,652.6,0,0,0,1,FROZEN_FOODS,59,NONE
0.3,7.7,0.3,0.3,34.0,122.3,1,1,0,0,BEVERAGES,44,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
7.0,4.1,12.2,3.1,404.1,937.3,1,0,0,1,INSTANT_NOODLES_RTE,63,"ARTIFICIAL_SWEETENER,HIGH_SODIUM"
21.7,15.4,11.3,0.9,426.2,427.2,1,0,0,4,HEALTH_SUPPLEMENTS,34,"ARTIFICIAL_SWEETENER,LOW_FIBER,MANY_RISKY_INGREDIENTS"
1.0,34.5,24.0,0.1,303.2,1286.2,1,1,1,4,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
1.6,1.6,0.2,0.5,17.2,19.2,0,0,0,0,BEVERAGES,75,LOW_FIBER
25.2,17.8,17.4,2.4,434.3,320.6,1,1,0,3,HEALTH_SUPPLEMENTS,36,"ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
0.9,5.0,0.0,0.0,30.9,109.3,0,1,0,1,ENERGY_DRINKS,56,"PRESERVATIVES,LOW_FIBER"
6.2,9.6,11.3,5.3,418.4,291.3,0,0,0,0,BISCUITS_COOKIES,66,NONE
3.6,11.7,9.3,0.1,143.8,169.9,0,1,0,0,DAIRY_PRODUCTS,61,"PRESERVATIVES,LOW_FIBER"
2.7,45.0,32.2,0.1,535.0,100.3,0,1,0,3,CHOCOLATES_CONFECTIONERY,29,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
4.3,20.9,21.4,1.0,449.7,462.4,0,1,0,2,BISCUITS_COOKIES,21,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER"
17.7,15.2,16.6,6.8,352.0,401.2,0,1,0,1,PROTEIN_BAR,46,PRESERVATIVES
4.7,7.3,18.7,0.6,464.7,1766.9,0,1,1,5,INSTANT_NOODLES_RTE,3,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
2.9,37.7,26.0,1.2,496.7,512.0,0,1,1,4,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
6.8,7.1,11.8,3.4,292.6,703.7,0,1,0,3,FROZEN_FOODS,55,"PRESERVATIVES,MANY_RISKY_INGREDIENTS"
2.0,20.0,24.1,0.5,383.6,816.2,1,0,1,3,SAUCES_SPREADS,1,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
13.3,7.1,3.7,11.3,370.3,332.2,0,0,0,0,BREAKFAST_CEREAL,90,NONE
21.1,17.0,11.6,4.9,389.2,455.8,1,1,0,3,PROTEIN_BAR,40,"ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
5.1,21.7,7.1,5.5,389.4,362.6,1,0,0,1,BREAKFAST_CEREAL,47,"HIGH_SUGAR,ARTIFICIAL_SWEETENER"
4.9,26.0,25.2,1.7,509.6,378.6,1,1,0,5,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
13.9,3.4,5.2,3.7,365.7,417.4,0,1,0,0,INSTANT_NOODLES_RTE,83,PRESERVATIVES
4.2,32.3,22.7,1.5,507.8,471.1,0,1,0,2,BISCUITS_COOKIES,6,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
0.3,7.2,0.0,0.0,25.8,278.1,1,0,0,2,ENERGY_DRINKS,40,"ARTIFICIAL_SWEETENER,LOW_FIBER"
4.7,42.7,25.1,2.3,486.6,132.3,1,0,0,2,CHOCOLATES_CONFECTIONERY,33,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,HIGH_CALORIE"
3.6,9.1,8.1,1.0,143.5,298.3,0,1,0,1,DAIRY_PRODUCTS,60,"PRESERVATIVES,LOW_FIBER"
1.0,0.4,0.4,0.8,6.5,84.5,0,0,0,0,BEVERAGES,75,LOW_FIBER
3.9,42.5,29.0,1.1,528.3,75.6,1,0,0,1,CHOCOLATES_CONFECTIONERY,30,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
4.6,39.6,29.0,0.8,537.0,513.5,0,1,0,4,BISCUITS_COOKIES,2,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
7.4,4.3,15.4,1.8,414.3,972.2,0,1,0,3,INSTANT_NOODLES_RTE,48,"PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
3.2,8.1,19.4,2.1,464.7,679.4,0,1,1,2,SNACKS,24,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,HIGH_CALORIE"
62.5,1.7,6.1,2.1,370.7,217.6,0,0,0,0,HEALTH_SUPPLEMENTS,84,NONE
6.0,3.2,20.2,3.8,497.7,633.4,1,1,0,3,SNACKS,39,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.2,2.3,0.5,0.6,14.7,55.8,0,0,0,0,BEVERAGES,68,LOW_FIBER
6.4,4.5,2.5,0.8,89.1,52.9,0,0,0,0,DAIRY_PRODUCTS,87,LOW_FIBER
0.0,10.2,0.2,0.0,45.6,136.7,1,0,0,3,BEVERAGES,29,"ARTIFICIAL_SWEETENER,LOW_FIBER,MANY_RISKY_INGREDIENTS"
5.6,38.7,11.6,3.7,430.9,492.7,0,0,0,4,BREAKFAST_CEREAL,35,"HIGH_SUGAR,MANY_RISKY_INGREDIENTS"
1.2,33.1,24.3,0.0,335.6,1375.4,0,0,0,4,SAUCES_SPREADS,7,"HIGH_SUGAR,HIGH_FAT,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
6.9,8.4,6.0,0.6,108.3,364.6,0,1,0,2,DAIRY_PRODUCTS,62,"PRESERVATIVES,LOW_FIBER"
2.5,8.3,32.5,1.6,556.4,924.0,0,1,0,5,SNACKS,23,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
2.9,18.6,15.9,1.0,207.7,746.8,1,1,0,1,SAUCES_SPREADS,25,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
10.6,3.9,6.9,6.0,302.4,539.0,0,1,0,0,INSTANT_NOODLES_RTE,88,PRESERVATIVES
60.7,4.6,6.3,2.6,304.4,261.0,0,0,0,0,HEALTH_SUPPLEMENTS,89,NONE
27.7,5.3,6.2,9.3,351.7,185.2,0,0,0,0,PROTEIN_BAR,90,NONE
7.3,2.5,15.7,2.2,417.5,794.5,0,1,0,2,INSTANT_NOODLES_RTE,55,PRESERVATIVES
5.5,7.6,20.9,1.5,435.2,1046.0,0,1,0,5,INSTANT_NOODLES_RTE,22,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.6,7.1,0.2,0.0,29.7,58.7,1,1,0,2,BEVERAGES,40,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
20.2,10.2,11.0,5.5,395.2,379.9,1,0,0,2,PROTEIN_BAR,54,ARTIFICIAL_SWEETENER
56.2,7.0,5.7,2.0,357.3,296.7,1,1,0,1,HEALTH_SUPPLEMENTS,62,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
22.6,3.2,10.3,5.6,379.8,256.8,0,0,0,1,PROTEIN_BAR,77,NONE
4.9,10.0,6.3,0.9,107.5,259.1,0,0,0,1,DAIRY_PRODUCTS,65,LOW_FIBER
3.8,4.4,6.7,1.4,78.8,368.9,0,1,0,0,SAUCES_SPREADS,67,"PRESERVATIVES,LOW_FIBER"
4.2,5.6,31.5,0.5,545.7,821.2,1,1,1,3,SNACKS,4,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
1.5,22.2,28.3,0.3,353.1,1444.9,0,1,0,3,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
8.2,16.5,9.3,8.9,377.2,408.6,1,0,0,2,BREAKFAST_CEREAL,53,ARTIFICIAL_SWEETENER
4.3,8.9,21.4,1.0,370.2,1108.7,0,1,1,4,FROZEN_FOODS,10,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
33.4,6.1,9.5,5.6,365.4,269.8,0,1,0,1,PROTEIN_BAR,74,PRESERVATIVES
0.4,10.1,0.4,0.0,61.3,106.0,1,0,0,4,BEVERAGES,22,"ARTIFICIAL_SWEETENER,LOW_FIBER,MANY_RISKY_INGREDIENTS"
10.9,10.7,6.2,8.0,362.1,110.5,0,0,0,0,BREAKFAST_CEREAL,77,NONE
81.8,4.7,4.8,5.8,355.7,178.3,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
6.5,8.7,24.6,1.1,327.8,908.8,1,0,1,5,FROZEN_FOODS,14,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
68.6,1.5,4.9,4.4,357.7,290.6,0,0,0,0,HEALTH_SUPPLEMENTS,92,NONE
7.1,36.5,28.9,2.3,517.9,56.3,1,1,0,1,CHOCOLATES_CONFECTIONERY,34,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
1.5,24.4,26.2,0.4,347.5,1220.4,1,0,0,4,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
6.4,8.1,6.3,0.1,92.1,218.9,1,0,0,0,DAIRY_PRODUCTS,63,"ARTIFICIAL_SWEETENER,LOW_FIBER"
11.5,11.5,4.1,10.8,355.7,248.3,0,0,0,0,BREAKFAST_CEREAL,80,NONE
0.1,12.7,0.2,0.0,61.5,134.3,0,1,0,4,BEVERAGES,25,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
11.6,7.9,3.8,8.4,365.6,304.2,0,0,0,0,BREAKFAST_CEREAL,82,NONE
0.0,2.4,0.2,0.8,17.3,84.0,0,0,0,0,BEVERAGES,68,LOW_FIBER
22.9,7.4,11.5,5.5,347.5,269.3,0,0,0,0,PROTEIN_BAR,77,NONE
3.7,7.0,18.3,0.7,333.8,972.3,1,1,0,3,FROZEN_FOODS,29,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.5,49.7,33.1,1.7,524.8,98.9,1,0,0,3,CHOCOLATES_CONFECTIONERY,26,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
55.2,11.9,5.5,1.9,403.0,362.2,0,0,0,0,HEALTH_SUPPLEMENTS,66,LOW_FIBER
3.7,24.6,15.8,4.0,472.1,355.8,1,1,0,3,BISCUITS_COOKIES,10,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
49.3,11.6,7.7,2.2,352.7,244.1,0,0,0,0,HEALTH_SUPPLEMENTS,71,NONE
78.2,2.6,7.8,5.4,361.7,272.2,0,0,0,0,HEALTH_SUPPLEMENTS,88,NONE
7.8,16.0,6.7,5.9,379.3,280.8,0,0,0,0,BREAKFAST_CEREAL,57,NONE
7.8,32.2,33.5,1.5,526.7,72.7,1,0,0,1,CHOCOLATES_CONFECTIONERY,42,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
76.8,3.5,7.5,5.8,332.7,138.7,0,0,0,0,HEALTH_SUPPLEMENTS,98,NONE
35.8,5.8,11.6,2.7,363.6,480.2,0,1,0,0,HEALTH_SUPPLEMENTS,68,PRESERVATIVES
19.1,13.1,15.4,3.6,386.3,317.7,0,1,0,3,PROTEIN_BAR,45,"PRESERVATIVES,MANY_RISKY_INGREDIENTS"
7.0,3.8,2.4,0.7,63.5,183.5,0,0,0,0,DAIRY_PRODUCTS,87,LOW_FIBER
12.5,11.5,5.0,13.1,379.1,272.6,0,0,0,0,BREAKFAST_CEREAL,84,NONE
10.3,4.4,1.7,0.1,61.5,239.1,0,0,0,0,DAIRY_PRODUCTS,86,LOW_FIBER
3.4,7.2,20.9,3.1,462.9,481.9,1,1,0,3,SNACKS,31,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
5.0,13.0,5.4,0.5,102.9,235.0,1,0,0,2,DAIRY_PRODUCTS,53,"ARTIFICIAL_SWEETENER,LOW_FIBER"
2.4,12.4,30.4,1.9,572.9,841.7,0,1,1,6,SNACKS,0,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
7.9,11.4,14.3,3.8,399.2,208.6,0,0,0,1,BISCUITS_COOKIES,58,NONE
1.6,27.5,19.2,0.2,391.9,960.7,0,1,1,4,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
7.3,21.3,10.4,9.0,375.3,437.6,0,0,0,1,BREAKFAST_CEREAL,55,HIGH_SUGAR
9.3,6.9,10.2,3.1,247.3,626.8,0,1,0,3,FROZEN_FOODS,59,"PRESERVATIVES,MANY_RISKY_INGREDIENTS"
4.2,11.3,5.6,0.0,143.8,382.2,0,0,0,0,DAIRY_PRODUCTS,61,LOW_FIBER
5.8,36.9,29.9,2.5,506.3,82.4,0,1,0,2,CHOCOLATES_CONFECTIONERY,40,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,HIGH_CALORIE"
2.3,13.9,24.6,1.5,558.3,704.3,0,1,0,5,SNACKS,17,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
6.7,19.6,21.8,3.2,471.5,276.2,0,0,0,2,BISCUITS_COOKIES,34,"HIGH_FAT,HIGH_CALORIE"
1.1,1.7,0.0,0.5,19.3,10.1,0,0,0,0,BEVERAGES,75,LOW_FIBER
4.5,61.0,30.9,1.4,535.5,103.4,1,1,0,3,CHOCOLATES_CONFECTIONERY,14,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
3.7,39.5,31.6,2.9,527.6,115.9,0,0,0,1,CHOCOLATES_CONFECTIONERY,43,"HIGH_SUGAR,HIGH_FAT,HIGH_CALORIE"
7.4,5.8,17.3,1.3,388.6,949.9,1,0,0,3,INSTANT_NOODLES_RTE,38,"ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
3.2,11.9,26.8,0.9,341.4,921.7,1,1,0,3,FROZEN_FOODS,18,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.5,9.5,0.6,0.2,27.6,51.1,0,1,0,2,BEVERAGES,34,"PRESERVATIVES,LOW_FIBER"
0.0,13.4,0.0,0.0,46.1,356.4,1,0,0,3,ENERGY_DRINKS,24,"ARTIFICIAL_SWEETENER,LOW_FIBER,MANY_RISKY_INGREDIENTS"
2.3,16.6,15.1,1.0,226.4,686.1,1,1,0,1,SAUCES_SPREADS,25,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
5.5,21.8,16.0,1.3,402.6,322.0,1,0,0,5,PROTEIN_BAR,12,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,LOW_FIBER,MANY_RISKY_INGREDIENTS"
5.1,3.7,13.9,2.0,401.2,900.7,0,1,0,3,INSTANT_NOODLES_RTE,58,"PRESERVATIVES,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
10.3,3.4,3.0,0.8,82.9,233.5,0,0,0,0,DAIRY_PRODUCTS,86,LOW_FIBER
4.2,3.9,22.3,0.4,462.9,1542.0,1,1,0,5,INSTANT_NOODLES_RTE,12,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
11.1,32.2,24.7,3.5,438.0,576.5,1,0,0,4,PROTEIN_BAR,13,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,MANY_RISKY_INGREDIENTS"
8.9,5.8,17.9,1.9,238.3,629.0,0,1,0,2,FROZEN_FOODS,47,"PRESERVATIVES,LOW_FIBER"
